title,year,topic,probability,custom_label
"Clinical, Hormonal, and Ultrasound Characteristics of Patients with Newly Diagnosed Graves' Disease and Different Thyroid Antibody Profiles",2019,56,0.0,Topic 56
"Clinical, neuropathological, and genetic characterization of STUB1 variants in cerebellar ataxias: a frequent cause of predominant cognitive impairment",2020,12,9.427219758746275e-06,Topic 12
Clinicopathologic features among different viral epidemic outbreaks involving the skin,2022,3,0.0026257932309212526,Topic 3
Clinicopathologic features between different viral epidemic outbreaks involving the skin: Dermatologic involvement in viral outbreaks,2021,3,0.002714927311445783,Topic 3
Clinicopathological prognostic factors for upper tract urothelial carcinoma,2016,-1,0.0,Outlier
"Clinicopathological significance of BRAF (V600E), NRAS (Q61K) and TERT (C228T, C250T and SNP Rs2853669) mutations in bulgarian papillary thyroid carcinoma patients",2021,-1,0.0,Outlier
Clinopodium vulgare L. (wild basil) extract and its active constituents modulate cyclooxygenase-2 expression in neutrophils,2019,1,1.6572585735451164e-13,Topic 1
Clinoptilolite microparticles as carriers of catechin-rich acacia catechu extracts: Microencapsulation and in vitro release study,2021,11,0.0030838130159271796,Topic 11
"Clonal Distribution, Antimicrobial Resistance, and Pilus Islets in S. pneumoniae Isolates from PCV10-Vaccinated Children with Suppurative AOM in Bulgaria (2015‒2020)",2022,6,0.0,Topic 6
Clonal haematopoiesis and COVID-19: A possible deadly liaison,2020,3,0.0036644223256520328,Topic 3
Clonal spread of carbapenem-resistant OXA-23-positive Acinetobacter baumannii in a Bulgarian university hospital,2008,6,0.0,Topic 6
Cloning Systems in Bacillus: Bioengineering of Metabolic Pathways for Valuable Recombinant Products,2024,-1,0.0,Outlier
Closed Reduction in Developmental Dysplasia of the Hip in Patients Older than One Year; [Закрытая репозиция врождённой дисплазии тазобед- ренного сустава у пациентов старше одного год],2020,-1,0.0,Outlier
Closing human reference genome gaps: Identifying and characterizing gap-closing sequences,2020,0,0.01664433938481387,Topic 0
Clostridioides (Clostridium) difficile carriage in asymptomatic children since 2010: a narrative review,2019,6,0.003189704818997271,Topic 6
"Clostridioides difficile infections, recurrences, and clinical outcomes in real-world settings from 2015 to 2019: The RECUR England study",2024,6,0.003191684731496792,Topic 6
"Clostridioides difficile, a New “Superbug”",2023,6,0.003221912942228774,Topic 6
Clostridium Difficile Toxins Impact on Rat Colon Smooth Muscle Reactivity; [Воздействие токсинов Clostridium Difficile на реактивность гладкой мускулатуры толстой кишки крыс],2023,58,0.0,Topic 58
Cloud Data-Driven Intelligent Monitoring System for Interactive Smart Farming,2022,-1,0.0,Outlier
Cluster analysis of adaptation reserves of the body in the post-load period,2023,26,0.003973328552582705,Topic 26
Cluster Analysis of Inflammatory Biomarker Expression in the International Severe Asthma Registry,2021,7,0.0,Topic 7
Clustered regularly interspaced short palindromic repeats/CRISPR-associated protein and hairy roots: a perfect match for gene functional analysis and crop improvement,2023,0,2.7755572632406275e-06,Topic 0
Clustering of energy balance-related behaviours and parental education in European preschool children: The ToyBox study,2017,24,0.0,Topic 24
Clustering of multiple energy balance-related behaviors in school children and its association with overweight and obesity—WHO european childhood obesity surveillance initiative (COSI 2015–2017),2019,24,0.0,Topic 24
CMV and Immunosenescence: From basics to clinics,2012,5,0.006524281361256691,Topic 5
"Co-circulation of influenza A(H1N1)pdm09 and influenza A(H3N2) viruses, World Health Organization (WHO) European Region, October 2018 to February 2019",2019,-1,0.0,Outlier
CO-EXISTING HASHIMOTO’S THYROIDITIS DOES NOT AFFECT BONE METABOLISM IN PATIENTS WITH PRIMARY HYPERPARATHYROIDISM,2023,56,0.0,Topic 56
Co-immobilization of peroxidase and tyrosinase onto hybrid membranes obtained by the sol-gel method for the construction of an optical Biosensor,2013,-1,0.0,Outlier
Co-infection with plasmodium falciparum and COVID-19 with lethal outcome. First clinical case from Bulgaria,2024,3,0.0014189321714498792,Topic 3
Co-occurrence of lung adenocarcinoma and pulmonary fibrosis in a patient: A comprehensive case study and review of existing literature on the successful utilization of nintedanib,2023,65,2.5151331947842126e-189,Topic 65
Cobalamin (Vitamin B12) in Anticancer Photodynamic Therapy with Zn(II) Phthalocyanines,2023,-1,0.0,Outlier
Cobalt bioaccumulation in mouse blood plasma and liver,2010,-1,0.0,Outlier
Cobalt in athletes: Hypoxia and doping – New crossroads,2019,-1,0.0,Outlier
Cobalt(II) and Manganese(II) Complexes of Sodium Monensinate A Bearing Nitrate Co-Ligands,2024,47,0.0,Topic 47
Cobalt(II)-induced changes in hemoglobin content and iron concentration in mice from different age groups,2014,-1,0.0,Outlier
Cocoa as immunomodulatory agent: an update,2024,53,2.995987010957931e-05,Topic 53
Codon pairs in the genome of Escherichia coli,2003,-1,0.0,Outlier
Codon usage in prokaryotes,2008,-1,0.0,Outlier
Coexistence of ankylosing spondylitis and Behçet's disease: Successful treatment with upadacitinib,2024,63,0.00019573436879756975,Topic 63
"Cognition in Patients with Schizophrenia: Interplay between Working Memory, Disorganized Symptoms, Dissociation, and the Onset and Duration of Psychosis, as Well as Resistance to Treatment",2023,35,0.0,Topic 35
Cognitive Deficits: Verbal and Semantic Fluency in People Living with HIV and AIDS,2023,33,0.0002761755157456094,Topic 33
Cognitive disorders in patients with chronic kidney disease: specificities of clinical assessment,2022,38,0.0,Topic 38
Cognitive Functions in a 29-Year-Old Male with Post-COVID Syndrome and Long-Term Psoriasis – A Case Study; [Когнитивные функции у 29-летнего мужчины с постковидным синдромом и длительным псориазом – исследование случая],2024,3,0.0003603397565966163,Topic 3
Cognitive impairment and affective disorders in patients with obstructive sleep apnea syndrome,2018,-1,0.0,Outlier
"Cognitive impairment and brain imaging characteristics of patients with congenital cataracts, facial dysmorphism, neuropathy syndrome",2015,-1,0.0,Outlier
Cognitive impairment one year after ischemic stroke: Predictors and dynamics of significant determinants,2016,70,0.0,Topic 70
Cognitive impairments predict the behavioral and psychological symptoms of dementia,2023,70,0.0,Topic 70
"Cognitive, neuropsychiatric, and motor features associated with apolipoprotein e ε4 allele in a sample of bulgarian patients with late-onset parkinson's disease",2014,-1,0.0,Outlier
Coherent Raman Scattering Spectral Shapes in a Strong Excitation Regime (Model Calculations),2024,-1,0.0,Outlier
"Coiling of ruptured, wide-necked basilar tip aneurysm using double Comaneci technique",2018,2,4.8655142459358526e-164,Topic 2
Coimmobilization of acetylcholinesterase and choline oxidase on new nanohybrid membranes obtained by sol gel technology,2012,21,0.0022417828513549114,Topic 21
Coincidence of Guillain-Barré syndrome presenting with Landry’s acute flaccid paralysis and transverse myelitis,2019,-1,0.0,Outlier
"Coinfection of the Intestinal Tract with Aeromonas hydrophila, Clostridium difficile and Rotavirus – a Case Report",2021,6,0.0034819229426426824,Topic 6
Colchicine—The Divine Medicine against COVID-19,2024,3,0.00019698870328911484,Topic 3
"Colchicine, inflammation and fibrosis in cardiovascular disease: Merging three classical tales",2017,3,0.0018396248625859913,Topic 3
"Cold Modified Del Nido Cardioplegia in Adults Undergoing Elective Cardiac Coronary Surgery; [Холодовая модификация кардиоплегии Del Nido у пожилых пациентов, перенёсших плановую кардиокоронарную хирургию]",2023,2,5.5646681497696284e-05,Topic 2
Cold stress in Antarctic fungi targets enzymes of the glycolytic pathway and tricarboxylic acid cycle,2011,-1,0.0,Outlier
Cold-adapted protein kinases and thylakoid remodeling impact energy distribution in an antarctic psychrophile,2019,0,6.191031054894308e-13,Topic 0
Cold-stress response during the stationary-growth phase of Antarctic and temperate-climate Penicillium strains,2017,-1,0.0,Outlier
Collaborative European neurotrauma effectiveness research in traumatic brain injury (CENTER-TBI): A prospective longitudinal observational study,2015,-1,0.0,Outlier
Collaborative networking and support for medical physics development in low and middle income (LMI) countries,2021,-1,0.0,Outlier
Collagen bioinks redefined: Optimizing ionic strength and growth factor delivery for cartilage tissue engineering,2024,4,0.0031701714133442107,Topic 4
Collagenase-Induced Mouse Model of Osteoarthritis—A Thorough Flow Cytometry Analysis,2022,82,0.0,Topic 82
Collating the voice of people with autoimmune diseases: Methodology for the Third Phase of the COVAD Studies,2024,3,0.0013862340308334812,Topic 3
"Collection of Partition Coefficients in Hexadecyltrimethylammonium Bromide, Sodium Cholate, and Lithium Perfluorooctanesulfonate Micellar Solutions: Experimental Determination and Computational Predictions",2023,-1,0.0,Outlier
Collective victimhood and acknowledgement of outgroup suffering across history: Majority and minority perspectives,2017,10,0.0035244673953078575,Topic 10
Colon cancer detection by using Poincaré sphere and 2D polarimetric mapping of ex vivo colon samples,2020,-1,0.0,Outlier
Colorectal cancer severity and survival in correlation with tumour necrosis factor-alpha,2014,59,0.0,Topic 59
Colorectal Cancer: A Brief and Simplified Analysis of a Complex Disease,2024,59,0.00022907597540193232,Topic 59
Colour and aroma in virginia tobaccos as influenced by the polyphenol and essential oil cultivar characteristics: A chemometric approach,2006,1,0.0011053514966779053,Topic 1
Comaneci-assisted coiling as a treatment option for acutely ruptured wide neck cerebral aneurysm: Case series of 118 patients,2020,2,0.0,Topic 2
Combination activity of neuraminidase inhibitor oseltamivir and α-tocopherol in influenza virus A (H3N2) infection in mice,2015,30,0.0042465328592725385,Topic 30
Combination of general and local action drugs in treatment of patients with generalized periodontitis on the basis of the pathology of the hepatobilary system,2020,4,7.458033677811787e-67,Topic 4
Combination of suboptimal doses of inhibitors targeting different domains of LtrMDR1 efficiently overcomes resistance of Leishmania spp. to miltefosine by inhibiting drug efflux,2006,-1,0.0,Outlier
Combination of two rare mutations in the SARS-CoV-2 M gene in patients with severe and prolonged COVID-19,2023,3,9.680338873498797e-08,Topic 3
Combinational effect of mutational bias and translational selection for translation efficiency in tomato (Solanum lycopersicum) cv. Micro-Tom,2013,0,0.0,Topic 0
"Combinations of serum prostate-specific antigen and plasma expression levels of let-7c, miR-30c, miR-141, and miR-375 as potential better diagnostic biomarkers for prostate cancer",2015,-1,0.0,Outlier
Combinatorial Analysis of miRNAs and tRNA Fragments as Potential Biomarkers for Cancer Patients in Liquid Biopsies,2025,49,0.0,Topic 49
Combinatorial k-means clustering as a machine learning tool applied to diabetes mellitus type 2,2021,-1,0.0,Outlier
Combined anti-influenza virus effect of synthetic and natural viral inhibitors,2005,30,3.0158032850004415e-16,Topic 30
Combined antiinfluenza virus effect of a plant preparation and a bacterial protease inhibitor,2009,30,8.594403472765511e-16,Topic 30
Combined apophyseal and epiphyseal fixation of Ogden type IIIA/IV tibial tubercle avulsion fractures provides favorable stability compared to isolated apophyseal screw fixation - a biomechanical study,2025,66,6.949751057532974e-103,Topic 66
Combined Laser and Mechanical Lithotripsy for Endoscopic Management of Bouveret’s Syndrome: A Case Report; [Комбинированная лазерная и механическая литотрипсия для эндоскопического лечения синдрома Бувере: отчёт о клиническом случае],2024,22,1.6109946674250274e-12,Topic 22
Combined longitudinal effect of physical activity and screen time on food and beverage consumption in European preschool children: The toybox-study,2019,24,3.6191633679093413e-11,Topic 24
"Combined NMR Spectroscopy and Quantum-Chemical Calculations in Fluorescent 1,2,3-Triazole-4-carboxylic Acids Fine Structures Analysis",2023,84,0.0,Topic 84
Combined oncolytic and vaccination activities of parvovirus H-1 in a metastatic tumor model,2007,-1,0.0,Outlier
Combined surgical treatment of gynecomastia,2015,-1,0.0,Outlier
COMBINED THROMBUS FRAGMENTATION AND CATHETER-DIRECTED THROMBOLYSIS IN THE TREATMENT OF PULMONARY THROMBOEMBOLISM IN HIGH-AND MODERATE-RISK PATIENTS,2024,2,8.810978636674969e-05,Topic 2
"Combining ability for quantitative traits related to productivity in durum wheat; [Комбинационная способность количественных признаков, связанных с продуктивностью твердой пшеницы]",2022,0,0.0,Topic 0
Combining angiotensin receptor blockers with chlorthalidone or hydrochlorothiazide - Which is the better alternative? A meta-analysis,2020,76,0.0,Topic 76
"Combining cluster surveys to estimate vaccination coverage: Experiences from Nigeria's multiple indicator cluster survey / national immunization coverage survey (MICS/NICS), 2016–17",2020,3,0.0,Topic 3
"Combining effect and process evaluation on european preschool children’s snacking behavior in a kindergarten-based, family-involved cluster randomized controlled trial: The toybox study",2020,24,1.570395095807961e-07,Topic 24
Combining of transgenes for resistance to pathogens and herbicide glean® in one tobacco line by sexual crosses,2002,0,0.001813672488117894,Topic 0
Commitment of the elderly people in bulgaria to their own health,2021,-1,0.0,Outlier
Common carotid artery intima media thickness (CIMT) in patients with prediabetes and newly diagnosed type 2 diabetes mellitus,2024,23,0.014558219935535474,Topic 23
Common carotid artery thickness in chronic kidney disease,2014,38,0.00018142012477008956,Topic 38
"Common characteristics of upper and lower airways in rhinitis and asthma: ARIA update, in collaboration with GA2LEN",2007,7,3.816258793549389e-06,Topic 7
Common differential diagnosis of low back pain in contemporary medical practice: a narrative review,2024,8,0.0,Topic 8
Common for COVID-19 cytokine storm in patients with SARS-CoV-2 infection and CLL (chronic lymphocytic leukemia),2024,3,9.512971332377528e-15,Topic 3
Common Hepatic Artery Approach in Complicated Laparoscopic Distal Pancreatectomy,2024,22,4.904795900859693e-06,Topic 22
COMMON MISTAKES IN CAPILLAROSCOPY,2024,-1,0.0,Outlier
Common trend: move to enucleation—Is there a case for GreenLight enucleation? Development and description of the technique,2015,4,0.003293956040459877,Topic 4
"Common variable immune deficiency, central diabetes insipidus, and anemia",2021,-1,0.0,Outlier
Common variables in European pancreatic cancer registries: The introduction of the EURECCA pancreatic cancer project,2016,55,2.3281856272050874e-30,Topic 55
Common variants in Alzheimer’s disease and risk stratification by polygenic risk scores,2021,-1,0.0,Outlier
Communally breeding Bechstein's bats have a stable social system that is independent from the postglacial history and location of the populations,2008,0,0.01616773775663853,Topic 0
Communication Skills Teaching Methods in Dental Education – a Review; [Методы обучения коммуникативным навыкам в обучении дентальной медицине – обзор],2021,4,0.0,Topic 4
Communicative Success in Spatial Dialogue: The Impact of Functional Features and Dialogue Strategies,2017,-1,0.0,Outlier
"Community dynamics of pelagic bacteria in the high mountain Lake Sulzata - Rila Mountain, Bulgaria",2011,16,0.0008125586384728358,Topic 16
Community Noise Exposure and its Effect on Blood Pressure and Renal Function in Patients with Hypertension and Cardiovascular Disease,2017,46,0.0,Topic 46
Community pharmacy-based program for patients with asthma and chronic obstructive pulmonary disease,2012,7,0.0,Topic 7
Comorbidities of COPD in Bulgarian Patients - Prevalence and Association with Severity and Inflammation,2018,7,0.0,Topic 7
"COMORBIDITY AND CAUSE OF DEATH IN THE DIFFERENT VARIANTS OF SARS-COV-2 VIRUS, WITH CONTRIBUTION OF 20 AUTOPSY CASES",2023,3,8.51044366024345e-06,Topic 3
Comorbidity of common mental disorders with cancer and their treatment gap: Findings from the World Mental Health Surveys,2014,15,1.40525413844043e-07,Topic 15
Compara: Collaborative modeling project for androgen receptor activity,2020,-1,0.0,Outlier
Comparable karyologic analysis of the karakachan dog within canis familiaris,2009,0,9.998765115022763e-09,Topic 0
"Comparable long-term efficacy, as assessed by patient-reported outcomes, safety and pharmacokinetics, of CT-P13 and reference infliximab in patients with ankylosing spondylitis: 54-week results from the randomized, parallel-group PLANETAS study",2016,63,0.0,Topic 63
"Comparative 1H NMR metabolomic urinalysis of people diagnosed with Balkan endemic nephropathy, and healthy subjects, in Romania and Bulgaria: A pilot study",2011,-1,0.0,Outlier
Comparative amino acid analysis of coat proteins of plum pox virus isolates,2001,0,0.008943246843669669,Topic 0
Comparative analysis based on transcriptomics and metabolomics data reveal differences between emmer and durum wheat in response to nitrogen starvation,2021,0,0.0,Topic 0
"Comparative Analysis of Anticonvulsant Activity of Trans and Cis 5,5′-Diphenylhydantoin Schiff Bases",2023,28,0.0,Topic 28
"Comparative analysis of awareness of medical professionals in three Balkan countries (Bulgaria, Croatia, and Slovenia) of continuing education of medical professionals in the area of pharmaceutical policy in the respective countries",2021,-1,0.0,Outlier
"Comparative analysis of C-heterochromatin, ribosomal and telomeric DNA markers in chromosomes of Pamphagidae grasshoppers from Morocco",2019,0,8.607948429147541e-35,Topic 0
Comparative analysis of chromosome numbers and sex chromosome systems in Paraneoptera (Insecta),2021,0,0.017252804689254286,Topic 0
"Comparative analysis of chromosomes in the Palaearctic bush-crickets of tribe Pholidopterini (Orthoptera, Tettigoniinae)",2017,0,1.138876541343236e-25,Topic 0
"Comparative analysis of comorbidity, surgical complications, pharmacotherapeutic needs, and rehabilitation requirements in transabdominal preperitoneal hernia repair versus conventional operative treatment—current results and benefits",2024,-1,0.0,Outlier
Comparative Analysis of Lateral Preferences in Patients With Resistant Schizophrenia,2022,35,0.0,Topic 35
Comparative analysis of legislative requirements about patients' access to biotechnological drugs for rare diseases in central and Eastern European countries,2018,37,0.0,Topic 37
Comparative analysis of lumen enlargement mechanisms achieved with the bifurcation dedicated BiOSS® stent versus classical coronary stent implantations by means of provisional side branch stenting strategy: An intravascular ultrasound study,2013,2,3.137388583936919e-05,Topic 2
Comparative analysis of main clinical features in melanoma patients with and without sentinel lymph node biopsy,2022,14,4.068766057151732e-07,Topic 14
Comparative analysis of newer classes of antidiabetics and the concept of pharmaceutical care – dealing with therapeutic problems,2024,-1,0.0,Outlier
Comparative analysis of pattern visual evoked potentials according to the type of diabetes mellitus in patients in different diabetic retinopathy stages,2019,17,0.0026205660374574867,Topic 17
Comparative analysis of polyamine metabolism in wheat and maize plants,2017,0,7.107114824377722e-05,Topic 0
Comparative Analysis of Root Dentin Loss when Using Modern Mechanical Cleaning Instruments in Immature Permanent Teeth,2020,4,0.0,Topic 4
Comparative analysis of ros network genes in extremophile eukaryotes,2020,0,1.1342752609606345e-09,Topic 0
Comparative Analysis of Tensile Strength between Three Types of Retraction Cords; [Сравнительный анализ прочности на растяжение между тремя типами ретракционных нитей],2023,4,3.558599819331709e-09,Topic 4
Comparative analysis of the ʺScholasticʺ recommendations of the AJCC from 2011 for the surgical treatment of cutaneous melanoma with the newly suggested guidelines for OSMS from the Bulgarian society for dermatologic surgery!,2018,14,1.3775845641786262e-06,Topic 14
Comparative analysis of the access to health-care services and breast cancer therapy in 10 Eastern European countries,2020,-1,0.0,Outlier
Comparative analysis of the applicability of island flap in primary and recurrent basal cell carcinomas of similar localization,2018,14,3.580737554268881e-14,Topic 14
Comparative Analysis of the Composition of Flower Volatiles from Lamium L. Species and Lamiastrum galeobdolon Heist. ex Fabr.,2003,1,1.2705218728863949e-06,Topic 1
Comparative analysis of the cost of insulin treated patients in Bulgaria,2013,23,6.278364668525028e-20,Topic 23
Comparative Analysis of the Frequency of Fresh and Frozen Fish Consumption Among Two Cohorts of Pregnant Women,2025,24,0.0004893216496749438,Topic 24
Comparative analysis of the human and chicken prion protein copper binding regions at pH 6.5,2005,47,2.358109614619185e-11,Topic 47
"Comparative analysis of the methods of drug and protein delivery for the treatment of cancer, genetic diseases and diagnostics",2011,11,7.386574752463812e-06,Topic 11
Comparative analysis of therapeutic efficiency and costs (experience in Bulgaria) of oral antidiabetic therapies based on glitazones and gliptins,2015,23,0.00010378799056816768,Topic 23
Comparative Analysis on Clinical Characteristics Among Patients with Acute Hepatitis A Virus (HAV) and Patients with Acute Hepatitis E Virus (HEV): A Single-Center Retrospective Study from Bulgaria,2023,5,0.005865012039258627,Topic 5
Comparative and population genomics of buckwheat species reveal key determinants of flavor and fertility,2023,0,2.1075916439409938e-17,Topic 0
"Comparative assessment of clinical trials, indications, pharmacokinetic parameters and side effects of approved platinum drugs",2022,-1,0.0,Outlier
Comparative Assessment of the Level of Patient Safety Culture between Surgical and Nonsurgical Units in Bulgarian Hospitals,2022,67,0.0,Topic 67
"Comparative assessment of ungal, unag and cystatin c as early biomarkers in renal post-Transplant patients",2018,38,2.0997119429223391e-22,Topic 38
Comparative biochemical profile of protein-rich products obtained from industrial rapeseed meal,2017,1,1.785635593213382e-05,Topic 1
Comparative biological characteristic of white lupin (Lupinus albus L.) varieties,2019,0,9.766229446231275e-226,Topic 0
Comparative characteristic of two cultivars of winter common wheat (Triticum aestivum L.) cultivated in the southeast of Kazakhstan using the drip irrigation technology,2017,0,0.0,Topic 0
Comparative characteristics of growth and photosynthesis of sun and shade leaves from normal and pendulum walnut (Juglans regia L.) trees,2003,0,1.0313656930012052e-07,Topic 0
"Comparative Characteristics of Napsin A, TTF 1 and EGFR Mutation Expression in Mucinous Lung Cell Carcinomas",2017,65,2.0361364248253367e-14,Topic 65
Comparative Characteristics of Some Methods for Estimating Energy Expenditure in Critically Ill Mechanically Ventilated Patients; [Сравнительная характеристика некоторых методов оценки энергетических затрат у больных в критическом состоянии на искусственной вентиляции лёгких],2023,7,0.007118302730483286,Topic 7
Comparative Chemical Profiling and Citronellol Enantiomers Distribution of Industrial-Type Rose Oils Produced in China,2023,1,8.686295234408077e-105,Topic 1
Comparative Culturology and Cross-Cultural Psychology: How Comparing Societal Cultures Differs From Comparing Individuals’ Minds Across Cultures,2024,10,0.0,Topic 10
"Comparative cytogenetic study of three Macrolophus species (Heteroptera, Miridae)",2015,0,8.055803562995978e-35,Topic 0
Comparative data of the chromosome fragility in five wild small mammal species,2009,-1,0.0,Outlier
Comparative effectiveness of anti-IL5 and anti-IgE biologic classes in patients with severe asthma eligible for both,2023,7,0.0,Topic 7
Comparative effectiveness of endoscopic and microscopic adenoma removal in acromegaly,2023,32,0.0,Topic 32
Comparative Effects of Deferiprone and Salinomycin on Lead-Induced Disturbance in the Homeostasis of Intrarenal Essential Elements in Mice,2022,-1,0.0,Outlier
"Comparative effects of meso-2,3-dimercaptosuccinic acid, monensin, and salinomycin on cadmium-induced brain dysfunction in cadmium-intoxicated mice",2017,53,3.5728059792639176e-07,Topic 53
"Comparative effects of neonatal exposure of male rats to potent and weak (environmental) estrogens on spermatogenesis at puberty and the relationship, to adult testis size and fertility: Evidence for stimulatory effects of low estrogen levels",2000,9,0.0019168589457590115,Topic 9
Comparative efficacy and safety of chlorthalidone and hydrochlorothiazide—meta-analysis,2019,76,0.0,Topic 76
COMPARATIVE EVALUATION OF THE CONTENT OF ANTIOXIDANT POLYPHENOLIC COMPOUNDS IN SELECTED BULGARIAN MEDICINAL PLANTS,2022,1,0.0001708168834997286,Topic 1
Comparative evaluation of two methods for determination of proteinase inhibitory activity of actinomycete,2003,40,1.5203097332881302e-05,Topic 40
Comparative expression analysis of human endogenous retrovirus elements in peripheral blood of children with specific language impairment,2019,52,0.0,Topic 52
Comparative GC/MS analysis of rose flower and distilled oil volatiles of the oil bearing rose Rosa damascena,2011,1,1.9165844610987365e-08,Topic 1
Comparative genome analysis reveals divergent genome size evolution in a carnivorous plant genus,2015,0,0.00034481571721541856,Topic 0
Comparative genomic and phylogeographic analysis of Mycobacterium leprae,2009,34,1.740505398438578e-06,Topic 34
Comparative genomic studies of influenza A viruses performed on BlueGene P supercomputer: Part 1. conservative nucleotide sequences in influenza a virus genomes revealed by multiple sequence alignment,2011,-1,0.0,Outlier
"Comparative genotoxicity of the herbicides Roundup, Stomp and Reglone in plant and mammalian test systems",2006,-1,0.0,Outlier
"Comparative investigation of Ocimum basilicum L. accessions from the collection of IPGR - Sadovo, aiming to their classification and practical use",2016,0,1.9158459156600904e-23,Topic 0
Comparative investigation on radical scavenging activity and protective properties of natural isolated and synthetic antioxidants,2014,-1,0.0,Outlier
Comparative LC–MS analysis of tropolone alkaloids from in vitro cultures and native sources of Gloriosa superba by Kendrick mass defect plots,2021,1,0.0055087145532675495,Topic 1
Comparative mathematical analysis of economically important ampelographic indicators in white wine vine varieties (Vitis vinifera L.),2022,-1,0.0,Outlier
Comparative metabolomics and glycolysis enzyme profiling of embryogenic and nonembryogenic grape cells,2018,0,0.0,Topic 0
Comparative molecular and metabolic profiling of two contrasting wheat cultivars under drought stress,2021,0,4.813739807726517e-10,Topic 0
Comparative overall health status assessment of subjects with allergic contact dermatitis to formaldehyde and glutaraldehyde,2013,-1,0.0,Outlier
Comparative price analysis of biological products for treatment of rheumatoid arthritis,2018,-1,0.0,Outlier
Comparative quantitative profiling of rare justicidin B in in vitro cultivated Linum species,2024,1,5.274579901433375e-10,Topic 1
Comparative screening of sexual dimorphism inversion of girls from different populations,2021,26,0.0,Topic 26
Comparative SEM Study of the Marginal Adaptation of MTA and Biodentine after Apical Resection (In Vitro Study); [Сравнительное SEM – исследование маргинальной адаптации МТА и биодентина после апикальной резекции (исследование in vitro)],2023,4,0.0,Topic 4
Comparative study between a novel in vivo method and cbct for assessment of ridge alterations after socket preservation—pilot study,2019,4,0.0014273107792388455,Topic 4
Comparative study of alkaloid pattern of four Bulgarian Fumaria species,2016,1,0.0,Topic 1
"Comparative study of alloxan effects in copper-loaded and iron-loaded rats: Lipid peroxidation, protein oxidation, proteasome and antioxidant enzyme activities",2006,-1,0.0,Outlier
Comparative study of astigmatic changes following pterygium excision with conjunctival autograft transplantation,2018,17,0.0,Topic 17
"Comparative study of biological and technological characters in three generations of silkworm Bombyx mori L. ameiotic, parthenogenetically cloned lines",2004,0,1.4774007465375988e-11,Topic 0
Comparative Study of Bulgarian Linden Honey (Tilia sp.),2025,43,0.001500463245725856,Topic 43
Comparative study of cytotoxicity of detonation nanodiamond particles with an osteosarcoma cell line and primary mesenchymal stem cells,2014,11,0.0030929312535550664,Topic 11
"Comparative study of early-and mid-ripening peach (Prunus persica l.) varieties: Biological activity, macro-, and micro-nutrient profile",2021,1,2.666582846306041e-21,Topic 1
Comparative Study of Occlusal Contact Marking Indicators,2020,4,0.0003303635544167775,Topic 4
Comparative study of Tanacetum species growing in Bulgaria,2001,1,0.0005528154577865194,Topic 1
Comparative study of the antioxidant activity of some thiol-containing substances,2012,-1,0.0,Outlier
Comparative study of the bond strength of ZirCAD Multi and ZirCAD Prime ceramics with different types of cements,2023,4,0.00017042088580679606,Topic 4
Comparative study of the chemical composition of Trigonella foenum-graecum L. essential oil,2023,1,1.1491079607804914e-17,Topic 1
Comparative study of the interaction between synthetic methionine-enkephalin and monolayers of zwitterionic and negatively charged phospholipids,2009,60,0.00022211097221459147,Topic 60
COMPARATIVE STUDY OF THE VISCOELASTIC BEHAVIOUR OF HERNIA MESHES,2024,-1,0.0,Outlier
Comparative study on microencapsulation of lavender (Lavandula angustifolia mill.) and peppermint (mentha piperita L.) essential oils via spray-drying technique,2021,11,0.0028764372513046723,Topic 11
Comparative study on phenolic content and antioxidant activity of different malt types,2021,-1,0.0,Outlier
Comparative study on the metabolic behaviour of anode biofilm in microbial fuel cell under different external resistance,2022,36,0.0,Topic 36
"Comparative study on the motivation of medical students in human biology at sofia university, medical faculty",2009,-1,0.0,Outlier
"COMPARATIVE STUDY ON THE PROTECTIVE EFFECTS OF NIGELLA SATIVA OIL, CURCUMIN, AND HYDROXYTYROSOL AGAINST DEXTRAN SULPHATE SODIUM-INDUCED COLITIS IN MICE",2022,53,0.0,Topic 53
Comparative study on yields and quality parameters of argan oils extracted by conventional and green extraction techniques,2021,1,0.005643768861867519,Topic 1
Comparative Study Qualitative and Quantitative Techniques in the Study of Occlusion,2021,4,0.0021950298884542553,Topic 4
Comparative technological study of the tobacco of burley variety group grown in Bulgaria,2006,-1,0.0,Outlier
Comparative Transcriptomic Analyses for the Optimization of Thawing Regimes during Conventional Cryopreservation of Mature and Immature Human Testicular Tissue,2024,9,0.0008783924319785742,Topic 9
Comparative Transcriptomics of Multi-Stress Responses in Pachycladon cheesemanii and Arabidopsis thaliana,2023,0,0.0,Topic 0
Comparative X-Ray study of galantamine and tacrine on the evacuatory function of rat gastrointestinal tract,2008,28,0.0,Topic 28
"Comparing biosimilar SB2 with reference infliximab after 54 weeks of a double-blind trial: Clinical, structural and safety results",2017,63,0.0,Topic 63
Comparing Findings From a Friends of Cancer Research Exploratory Analysis of Real-World End Points With the Cancer Analysis System in England,2021,65,0.0,Topic 65
Comparing hyoscine and drotaverine effects on colon in ct colonography,2011,58,0.0006548962788455488,Topic 58
"Comparing immunogenicity and safety following transition from reference rituximab to biosimilar rituximab (DRL_RI) in patients with rheumatoid arthritis: a randomized, double-blind, phase 3 study",2024,63,0.0,Topic 63
