Year,Topic,Count,Custom_Label
2018,4,25,Topic 4
2018,37,7,Topic 37
2018,64,7,Topic 64
2018,18,4,Topic 18
2018,43,6,Topic 43
2018,52,2,Topic 52
2018,26,9,Topic 26
2018,9,4,Topic 9
2018,17,9,Topic 17
2018,85,6,Topic 85
2018,23,5,Topic 23
2018,33,6,Topic 33
2018,16,2,Topic 16
2018,31,6,Topic 31
2018,54,3,Topic 54
2018,75,1,Topic 75
2018,50,1,Topic 50
2018,80,2,Topic 80
2018,27,1,Topic 27
2018,19,6,Topic 19
2018,3,4,Topic 3
2018,38,1,Topic 38
2018,15,11,Topic 15
2018,32,3,Topic 32
2018,36,2,Topic 36
2018,82,1,Topic 82
2018,70,1,Topic 70
2018,49,4,Topic 49
2018,24,6,Topic 24
2018,12,10,Topic 12
2018,59,3,Topic 59
2018,69,1,Topic 69
2018,76,2,Topic 76
2018,58,2,Topic 58
2018,73,2,Topic 73
2018,66,3,Topic 66
2018,25,1,Topic 25
2018,68,6,Topic 68
2018,42,3,Topic 42
2018,30,2,Topic 30
2018,53,1,Topic 53
2018,20,2,Topic 20
2018,67,1,Topic 67
2018,46,3,Topic 46
2018,48,2,Topic 48
2018,45,1,Topic 45
2018,77,1,Topic 77
2018,40,6,Topic 40
2018,51,2,Topic 51
2018,60,1,Topic 60
2018,87,1,Topic 87
2018,63,2,Topic 63
2018,79,2,Topic 79
2018,57,1,Topic 57
2018,86,1,Topic 86
2018,34,1,Topic 34
2018,56,1,Topic 56
2018,62,1,Topic 62
2000,58,1,Topic 58
2000,0,12,Topic 0
2000,42,1,Topic 42
2000,18,1,Topic 18
2000,12,2,Topic 12
2000,28,2,Topic 28
2000,30,6,Topic 30
2000,1,3,Topic 1
2000,60,2,Topic 60
2000,6,1,Topic 6
2000,36,2,Topic 36
2000,68,1,Topic 68
2000,72,1,Topic 72
2000,21,2,Topic 21
2000,9,4,Topic 9
2000,43,3,Topic 43
2000,8,1,Topic 8
2000,5,1,Topic 5
2000,40,3,Topic 40
2000,41,1,Topic 41
2000,51,3,Topic 51
2000,19,2,Topic 19
2000,87,1,Topic 87
2000,26,1,Topic 26
2000,61,1,Topic 61
2000,54,1,Topic 54
2000,80,1,Topic 80
2000,69,1,Topic 69
2000,2,1,Topic 2
2009,2,4,Topic 2
2009,52,5,Topic 52
2009,0,79,Topic 0
2009,12,9,Topic 12
2009,15,6,Topic 15
2009,46,1,Topic 46
2009,9,8,Topic 9
2009,1,14,Topic 1
2009,36,7,Topic 36
2009,16,13,Topic 16
2009,30,5,Topic 30
2009,6,5,Topic 6
2009,3,1,Topic 3
2009,69,1,Topic 69
2009,76,1,Topic 76
2009,83,1,Topic 83
2009,8,2,Topic 8
2009,10,4,Topic 10
2009,40,7,Topic 40
2009,11,2,Topic 11
2009,5,6,Topic 5
2009,18,12,Topic 18
2009,50,2,Topic 50
2009,34,1,Topic 34
2009,60,5,Topic 60
2009,42,3,Topic 42
2009,26,1,Topic 26
2009,61,4,Topic 61
2009,4,1,Topic 4
2009,25,3,Topic 25
2009,72,2,Topic 72
2009,23,1,Topic 23
2009,87,2,Topic 87
2009,32,2,Topic 32
2009,19,1,Topic 19
2009,62,1,Topic 62
2009,44,1,Topic 44
2009,28,3,Topic 28
2009,56,1,Topic 56
2009,58,2,Topic 58
2009,14,2,Topic 14
2009,74,1,Topic 74
2009,43,1,Topic 43
2009,27,2,Topic 27
2009,54,1,Topic 54
2009,70,1,Topic 70
2009,77,1,Topic 77
2009,59,1,Topic 59
2009,80,1,Topic 80
2009,86,1,Topic 86
2009,20,2,Topic 20
2009,33,1,Topic 33
2009,45,1,Topic 45
2008,0,23,Topic 0
2008,22,2,Topic 22
2008,52,2,Topic 52
2008,6,4,Topic 6
2008,36,5,Topic 36
2008,2,5,Topic 2
2008,42,1,Topic 42
2008,59,2,Topic 59
2008,65,2,Topic 65
2008,40,1,Topic 40
2008,30,2,Topic 30
2008,62,1,Topic 62
2008,7,5,Topic 7
2008,76,2,Topic 76
2008,31,1,Topic 31
2008,81,1,Topic 81
2008,33,4,Topic 33
2008,45,2,Topic 45
2008,1,10,Topic 1
2008,28,1,Topic 28
2008,5,9,Topic 5
2008,19,5,Topic 19
2008,14,1,Topic 14
2008,12,6,Topic 12
2008,53,1,Topic 53
2008,72,1,Topic 72
2008,35,1,Topic 35
2008,38,1,Topic 38
2008,50,1,Topic 50
2008,4,2,Topic 4
2008,34,3,Topic 34
2008,56,1,Topic 56
2008,10,1,Topic 10
2008,18,3,Topic 18
2008,51,2,Topic 51
2008,61,1,Topic 61
2008,9,1,Topic 9
2008,46,1,Topic 46
2008,15,2,Topic 15
2008,27,3,Topic 27
2008,25,2,Topic 25
2008,60,2,Topic 60
2008,74,1,Topic 74
2008,73,1,Topic 73
2008,83,1,Topic 83
2008,23,1,Topic 23
2008,67,1,Topic 67
2008,69,1,Topic 69
2008,24,1,Topic 24
2008,64,1,Topic 64
2006,4,3,Topic 4
2006,40,2,Topic 40
2006,41,4,Topic 41
2006,36,4,Topic 36
2006,0,22,Topic 0
2006,16,3,Topic 16
2006,6,6,Topic 6
2006,87,1,Topic 87
2006,1,7,Topic 1
2006,2,3,Topic 2
2006,23,3,Topic 23
2006,43,3,Topic 43
2006,30,4,Topic 30
2006,42,3,Topic 42
2006,5,3,Topic 5
2006,19,3,Topic 19
2006,9,2,Topic 9
2006,51,1,Topic 51
2006,64,1,Topic 64
2006,12,2,Topic 12
2006,72,1,Topic 72
2006,28,2,Topic 28
2006,18,2,Topic 18
2006,34,2,Topic 34
2006,70,1,Topic 70
2006,73,1,Topic 73
2006,8,2,Topic 8
2006,33,2,Topic 33
2006,50,1,Topic 50
2006,20,1,Topic 20
2006,25,2,Topic 25
2006,60,1,Topic 60
2006,46,2,Topic 46
2006,7,1,Topic 7
2006,74,1,Topic 74
2006,82,1,Topic 82
2006,47,1,Topic 47
2006,49,1,Topic 49
2006,84,1,Topic 84
2006,58,1,Topic 58
2007,48,1,Topic 48
2007,54,3,Topic 54
2007,1,6,Topic 1
2007,7,5,Topic 7
2007,41,1,Topic 41
2007,73,2,Topic 73
2007,25,5,Topic 25
2007,59,1,Topic 59
2007,19,2,Topic 19
2007,0,17,Topic 0
2007,36,2,Topic 36
2007,6,4,Topic 6
2007,9,4,Topic 9
2007,40,2,Topic 40
2007,5,5,Topic 5
2007,39,1,Topic 39
2007,87,2,Topic 87
2007,27,3,Topic 27
2007,61,2,Topic 61
2007,30,2,Topic 30
2007,60,2,Topic 60
2007,28,2,Topic 28
2007,43,1,Topic 43
2007,16,2,Topic 16
2007,70,1,Topic 70
2007,46,1,Topic 46
2007,12,1,Topic 12
2007,20,1,Topic 20
2007,18,3,Topic 18
2007,53,3,Topic 53
2007,58,1,Topic 58
2007,15,1,Topic 15
2007,45,1,Topic 45
2007,11,1,Topic 11
2007,47,3,Topic 47
2007,49,1,Topic 49
2007,74,2,Topic 74
2007,32,1,Topic 32
2007,72,1,Topic 72
2007,31,1,Topic 31
2007,2,1,Topic 2
2007,77,1,Topic 77
2007,52,1,Topic 52
2010,15,9,Topic 15
2010,30,4,Topic 30
2010,65,4,Topic 65
2010,0,47,Topic 0
2010,18,3,Topic 18
2010,43,2,Topic 43
2010,2,5,Topic 2
2010,69,4,Topic 69
2010,29,5,Topic 29
2010,59,1,Topic 59
2010,58,3,Topic 58
2010,40,5,Topic 40
2010,31,3,Topic 31
2010,24,1,Topic 24
2010,1,23,Topic 1
2010,81,3,Topic 81
2010,60,2,Topic 60
2010,6,8,Topic 6
2010,36,3,Topic 36
2010,5,9,Topic 5
2010,3,2,Topic 3
2010,12,4,Topic 12
2010,32,3,Topic 32
2010,16,8,Topic 16
2010,22,2,Topic 22
2010,4,2,Topic 4
2010,7,4,Topic 7
2010,25,2,Topic 25
2010,38,1,Topic 38
2010,19,2,Topic 19
2010,33,1,Topic 33
2010,10,3,Topic 10
2010,82,1,Topic 82
2010,9,2,Topic 9
2010,70,1,Topic 70
2010,52,2,Topic 52
2010,48,2,Topic 48
2010,21,1,Topic 21
2010,13,2,Topic 13
2010,44,2,Topic 44
2010,45,1,Topic 45
2010,50,4,Topic 50
2010,53,1,Topic 53
2010,61,2,Topic 61
2010,42,1,Topic 42
2010,27,2,Topic 27
2010,34,2,Topic 34
2010,47,1,Topic 47
2010,8,1,Topic 8
2010,46,1,Topic 46
2010,62,1,Topic 62
2002,21,2,Topic 21
2002,0,20,Topic 0
2002,40,3,Topic 40
2002,1,12,Topic 1
2002,76,2,Topic 76
2002,41,1,Topic 41
2002,36,1,Topic 36
2002,43,1,Topic 43
2002,50,1,Topic 50
2002,7,1,Topic 7
2002,53,1,Topic 53
2002,60,3,Topic 60
2002,51,2,Topic 51
2002,6,7,Topic 6
2002,18,1,Topic 18
2002,61,1,Topic 61
2002,9,2,Topic 9
2002,3,1,Topic 3
2002,22,1,Topic 22
2002,33,1,Topic 33
2002,25,1,Topic 25
2002,27,1,Topic 27
2002,52,1,Topic 52
2002,30,2,Topic 30
2002,19,2,Topic 19
2002,54,1,Topic 54
2002,58,1,Topic 58
2002,48,1,Topic 48
2002,5,1,Topic 5
2002,87,1,Topic 87
2002,12,1,Topic 12
2002,4,1,Topic 4
2002,82,1,Topic 82
2003,0,14,Topic 0
2003,40,3,Topic 40
2003,6,4,Topic 6
2003,1,12,Topic 1
2003,34,1,Topic 34
2003,52,3,Topic 52
2003,43,2,Topic 43
2003,61,2,Topic 61
2003,5,3,Topic 5
2003,30,3,Topic 30
2003,19,1,Topic 19
2003,12,4,Topic 12
2003,51,1,Topic 51
2003,21,3,Topic 21
2003,32,2,Topic 32
2003,7,2,Topic 7
2003,66,1,Topic 66
2003,20,1,Topic 20
2003,36,1,Topic 36
2003,50,2,Topic 50
2003,60,1,Topic 60
2003,23,1,Topic 23
2003,18,2,Topic 18
2003,31,1,Topic 31
2003,58,1,Topic 58
2003,25,2,Topic 25
2003,46,1,Topic 46
2003,8,1,Topic 8
2003,76,2,Topic 76
2003,3,1,Topic 3
2003,9,1,Topic 9
2003,2,1,Topic 2
2003,16,1,Topic 16
2004,0,26,Topic 0
2004,19,5,Topic 19
2004,1,6,Topic 1
2004,41,3,Topic 41
2004,65,1,Topic 65
2004,43,1,Topic 43
2004,71,1,Topic 71
2004,18,2,Topic 18
2004,50,2,Topic 50
2004,6,5,Topic 6
2004,45,2,Topic 45
2004,38,1,Topic 38
2004,32,1,Topic 32
2004,25,4,Topic 25
2004,61,2,Topic 61
2004,5,3,Topic 5
2004,54,2,Topic 54
2004,60,2,Topic 60
2004,9,4,Topic 9
2004,17,4,Topic 17
2004,40,1,Topic 40
2004,51,2,Topic 51
2004,74,1,Topic 74
2004,20,2,Topic 20
2004,11,1,Topic 11
2004,58,1,Topic 58
2004,8,1,Topic 8
2004,36,2,Topic 36
2004,64,2,Topic 64
2004,87,1,Topic 87
2004,72,1,Topic 72
2004,69,1,Topic 69
2004,52,1,Topic 52
2004,13,1,Topic 13
2004,23,1,Topic 23
2004,16,1,Topic 16
2004,63,1,Topic 63
2004,7,1,Topic 7
2005,30,3,Topic 30
2005,0,48,Topic 0
2005,45,2,Topic 45
2005,33,2,Topic 33
2005,41,1,Topic 41
2005,40,5,Topic 40
2005,43,2,Topic 43
2005,27,2,Topic 27
2005,28,1,Topic 28
2005,9,7,Topic 9
2005,1,6,Topic 1
2005,2,4,Topic 2
2005,50,3,Topic 50
2005,80,3,Topic 80
2005,47,1,Topic 47
2005,61,1,Topic 61
2005,25,3,Topic 25
2005,21,2,Topic 21
2005,14,2,Topic 14
2005,5,5,Topic 5
2005,34,1,Topic 34
2005,13,1,Topic 13
2005,60,2,Topic 60
2005,23,1,Topic 23
2005,12,2,Topic 12
2005,52,1,Topic 52
2005,19,3,Topic 19
2005,69,1,Topic 69
2005,36,4,Topic 36
2005,18,2,Topic 18
2005,59,1,Topic 59
2005,49,1,Topic 49
2005,6,4,Topic 6
2005,64,3,Topic 64
2005,62,1,Topic 62
2005,51,1,Topic 51
2005,42,1,Topic 42
2001,0,30,Topic 0
2001,38,1,Topic 38
2001,51,1,Topic 51
2001,41,1,Topic 41
2001,36,1,Topic 36
2001,42,1,Topic 42
2001,40,3,Topic 40
2001,58,3,Topic 58
2001,60,2,Topic 60
2001,1,5,Topic 1
2001,5,2,Topic 5
2001,72,2,Topic 72
2001,19,3,Topic 19
2001,54,3,Topic 54
2001,61,3,Topic 61
2001,76,1,Topic 76
2001,18,1,Topic 18
2001,6,3,Topic 6
2001,43,2,Topic 43
2001,50,1,Topic 50
2001,45,1,Topic 45
2001,9,1,Topic 9
2001,80,1,Topic 80
2001,52,1,Topic 52
