title,year,topic,probability,custom_label
Matrix Metalloproteinase-2 and -9 Expression in the Epiligament of the Medial Collateral and Anterior Cruciate Ligament in Human Knees: A Comparative Study,2018,-1,0.0,Outlier
Bosutinib: Valuable therapeutic option for the Bulgarian market,2018,24,0.0,Topic 24
RESTORATION OF ENDODONTICALLY TREATED POSTERIOR TEETH WITH DIRECT AND INDIRECT COMPOSITE - 6-MONTH RESULTS,2013,0,0.0,Topic 0
Increased transforming growth factor β and interleukin 10 transcripts in peripheral blood mononuclear cells of colorectal cancer patients,2016,78,0.0,Topic 78
EVALUATION OF IMPACT OF LINING APPLICATION TECHNIQUES ON MARGINAL MICROLEAKAGE IN RESIN-MODIFIED GLASS IONOMER CEMENT IN CLASS II COMPOSITE RESTORATIONS: AN IN VITRO STUDY,2019,0,0.0005363961649591802,Topic 0
LONG TERM FUNCTIONAL STABILITY OF CERAMIC VENEERS,2018,0,0.0,Topic 0
INFLUENCE OF CROWN HEIGHT SPACE IN CASES OF DETACHMENT OF THE IMPLANT SUPPORTED FIXED PARTIAL DENTURES: RETROSPECTIVE CLINICAL STUDY,2020,0,0.0,Topic 0
ASSESSMENT OF THE RELATIONSHIP BETWEEN TEMPOROMANDIBULAR JOINT SOUNDS AND BRUXISM,2022,0,0.00042984824418759336,Topic 0
ASSESSING THE INFLUENCE OF INCREASED STRESS ON BRUXISM DURING THE COVID-19 PANDEMIC,2022,-1,0.0,Outlier
"Associations of serum sclerostin with bone mineral density, markers of bone metabolism and thalassaemia characteristics in adult patients with transfusion-dependent beta-thalassaemia",2020,60,0.0,Topic 60
How close are we to hepatitis C virus elimination in Central Europe?,2020,42,7.481699972812281e-11,Topic 42
FACTORS AFFECTING THE ABUTMENT SCREW LOOSENING,2017,0,4.21218841664613e-13,Topic 0
Relation between type of hysterectomy and survival rate in patients with ovarian cancer - single-center study,2020,22,2.184114047882428e-10,Topic 22
ONE YEAR CLINICAL INVESTIGATION OF LABORATORY-FABRICATED AND CAD/CAM INLAY/ON LAY,2020,0,0.0,Topic 0
Effect of levetiracetam on nocturnal sleep in patients with epilepsy,2022,-1,0.0,Outlier
Total Testosterone as a Specific Marker of Acute Kidney Injury in Male Patients With Myocardial Infarction,2022,6,0.002577001980555904,Topic 6
Prognostic value of stress echocardiography assessed by the ABCDE protocol,2021,14,0.005617260034976131,Topic 14
Baseline characteristics and outcome of stroke patients after endovascular therapy according to previous symptomatic vascular disease and sex,2024,-1,0.0,Outlier
Relationship between method of anastomosis and anastomotic failure after right hemicolectomy and ileo-caecal resection: an international snapshot audit,2017,5,0.0,Topic 5
Impact of maternal methylenetetrahydrofolate reductase C677T polymorphism on intervillous and decidual pathology with pregnancy loss,2019,-1,0.0,Outlier
Are standardized conditions needed for correct CGM data interpretation in subjects at early stages of glucose intolerance?,2025,-1,0.0,Outlier
The impact of surgical delay on resectability of colorectal cancer: An international prospective cohort study,2022,5,6.254965512098203e-07,Topic 5
Post-COVID-19 psychosis: Cotard's syndrome and potentially high risk of harm and self-harm in a first-onset acute and transient psychotic disorder after resolution of COVID-19 pneumonia,2022,-1,0.0,Outlier
International scientific communications in the field of colorectal tumour markers,2017,71,0.0,Topic 71
Pharmacy network and access to medicines in selected eastern European countries: comparative analysis,2012,13,0.002846449795184429,Topic 13
General practitioners' views towards diagnosing and treating depression in five southeastern European countries,2019,25,0.0,Topic 25
Duration of antiplatelet therapy after complex percutaneous coronary intervention in patients at high bleeding risk: a MASTER DAPT trial sub-analysis,2022,8,0.003239132451998759,Topic 8
Cardiovascular Risk Assessment of Bulgarian Urban Population: Cross-sectional Study,2008,-1,0.0,Outlier
Stress echocardiography for left ventricular diastolic dysfunction detection in patients with non-severe chronic obstructive pulmonary disease: a cross-sectional study,2019,-1,0.0,Outlier
"The PREVIEW intervention study: Results from a 3-year randomized 2 x 2 factorial multinational trial investigating the role of protein, glycaemic index and physical activity for prevention of type 2 diabetes",2021,43,0.0,Topic 43
Development of transferability guidance for integrated care models with special focus on Central and Eastern European countries,2020,33,0.004127587636225142,Topic 33
Light and electron microscopic study of the medial collateral ligament epiligament tissue in human knees,2017,-1,0.0,Outlier
Psychometric properties of the School Participation Questionnaire: Testing a measure of participation-related constructs,2022,-1,0.0,Outlier
Telbivudine vs tenofovir in hepatitis B e antigen-negative chronic hepatitis B patients: OPTIMA roadmap study,2016,42,0.0,Topic 42
Self-reported psychological problems amongst undergraduate dental students: A pilot study in seven European countries,2020,0,0.005306522840956809,Topic 0
3D echocardiographic reference ranges for normal left ventricular volumes and strain: results from the EACVI NORRE study,2017,14,0.00548878069730679,Topic 14
Access to patient oriented information-a baseline Endo-ERN survey among patients with rare endocrine disorders,2021,-1,0.0,Outlier
Poland Syndrome: Use of Vertical Expandable Prosthetic Titanium Rib System before Walking Age-A Case Report,2016,-1,0.0,Outlier
The EUROPEP questionnaire for patient's evaluation of general practice care: Bulgarian experience,2017,15,1.3735718318384116e-11,Topic 15
"Naturalization of Routine Assisted Reproductive Technologies by In Vitro Culture of Embryos with Microvibration: Sex Ratio, Body Length, and Weight of 2,456 Live-Birth Deliveries after Transfer of 9,624 Embryos In Vitro Cultured in Static System and with Microvibration",2017,-1,0.0,Outlier
"Development of Fast, Precise and Selective RP-HPLC Methods for Identification of Possible Degradation Products of Ivermectin in Isolated Rat Hepatocytes and in Different pH Media",2022,-1,0.0,Outlier
Physician Preferences in Using Novel Digital Devices for the Management of Atrial Fibrillation-A DAS-CAM III Survey,2024,8,0.003363562660965113,Topic 8
CERVICAL VIRAL INFECTIONS AMONG ASYMPTOMATIC BULGARIAN WOMEN,2016,22,0.0015764185460903854,Topic 22
SPECIES CHARACTERISTICS OF MICROBIAL ASSOCIATIONS IN THE COURSE OF TREATMENT OF 10 TO 14-YEAR-OLD CHILDREN WITH PLAQUE-INDUCED GINGIVITIS,2024,0,0.0,Topic 0
Screening for mild cognitive impairment in patients with cardiovascular risk factors,2017,45,0.0,Topic 45
CLINICAL STUDY OF GENE EXPRESSION PROFILE AND SOME OF THE MOST COMMON CHROMOSOMAL ABERRATIONS IN UNTREATED B-CHRONIC LYMPHOCYTIC LEUKAEMIA PATIENTS,2020,24,8.175512062667282e-07,Topic 24
CLINICAL AND MICROBIOLOGICAL DIAGNOSIS OF PLAQUE-INDUCED GINGIVITIS IN CHILDREN AND ADOLESCENTS,2022,0,0.0,Topic 0
A COMPARATIVE STUDY OF FULL MOUTH BLEEDING SCORE (FMBS) AND GINGIVAL IN-DEX LOE AND SILNESS (GILS) IN ASSESSING GINGIVAL STATUS OF CHILDREN AGED 10-14 YEARS,2024,0,0.0,Topic 0
COMPARATIVE EVALUATION OF THE EFFEC- TIVENESS OF DIFFERENT METHODS FOR THE CARIES-DIAGNOSIS OF OCCLUSAL SURFACES OF THE FIRST PERMANENT MOLARS,2022,0,2.637290709499448e-12,Topic 0
COMPARATIVE ANALYSIS OF MICROORGAN-ISMS AROUND TEETH AND IMPLANTS IN HEALTH AND DISEASE,2025,0,0.0006038831766907256,Topic 0
Up to 30% of stroke patients have abnormal EEG,2024,-1,0.0,Outlier
Enteroviral infections of the central nervous system observed in Bulgaria during five consecutive seasons,2020,-1,0.0,Outlier
The associations between traumatic experiences and subsequent onset of a substance use disorder: Findings from the World Health Organization World Mental Health surveys,2022,-1,0.0,Outlier
Suboptimal Control of Lipid Levels: Results from 29 Countries Participating in the Centralized Pan-Regional Surveys on the Undertreatment of Hypercholesterolaemia (CEPHEUS),2016,50,0.0,Topic 50
Trefoil Factor 3 is Highly Predictive of Complete Mucosal Healing Independently and in Combination with C-Reactive Protein in Patients with Ulcerative Colitis,2019,-1,0.0,Outlier
Neurosurgical Training Programme in Selected European Countries: From the Young Neurosurgeons' Point of View,2012,-1,0.0,Outlier
Eye complications after head trauma in children,2019,-1,0.0,Outlier
Collagen type III to type I propeptides ratio is. better indicator of early-onset preeclampsia than a single propeptide,2021,34,0.005886428232201942,Topic 34
Incretins and SGLT-2i Therapy of Type 2 Diabetes - Real Life Study of Their Therapeutic and Economic Effects,2019,59,0.0,Topic 59
VIROLOGICAL SURVEILLANCE OF INFLUENZA IN FOUR RECENT POST-PANDEMIC SEASONS (2010/11 TO 2013/14) IN BULGARIA,2016,-1,0.0,Outlier
A year follow-up prospective post-stroke epilepsy study,2024,-1,0.0,Outlier
Guidance on using real-world evidence from Western Europe in Central and Eastern European health policy decision making,2023,33,0.004177747583138291,Topic 33
Retinal haemorrhage in a preterm newborn - A clinical case,2017,34,0.0,Topic 34
Locality-dependent descending reflex motor activity in the anal canal-cholinergic and nitrergic contributions in the rat model,2009,26,0.008942944181958378,Topic 26
MARKERS OF BONE METABOLISM IN PATIENTS WITH CYSTIC FIBROSIS,2015,60,5.525706766664912e-16,Topic 60
Better chance of survival is associated with higher neutrophil CD16 expression in patients with complicated intra-abdominal infections,2024,5,0.00377941505934754,Topic 5
METHODOLOGY OF PROSTHETIC TREATMENT IN PATIENTS WITH MAXILLECTOMY,2018,0,0.0,Topic 0
COMPLETELY EDENTULOUS PATIENTS. PART 2: ALVEOLAR RIDGE HEIGHT VALUES FROM INTRA- AND EXTRA-ORAL MEASUREMENTS,2022,0,0.0,Topic 0
COMPLETELY EDENTULOUS PATIENTS. PART 1: MORPHOLOGICAL FEATURES OF THE UPPER AND LOWER JAW,2022,0,8.653694044648934e-43,Topic 0
ORAL HYGIENE HABITS IN COMPLETE DENTURE WEARERS,2022,0,7.294427460944747e-05,Topic 0
RISK FACTORS AND GINGIVAL INFLAMMATION IN CHILDREN AGED 10 TO 14 YEARS - AN EPIDEMIOLOGICAL STUDY,2021,0,6.965150568318031e-06,Topic 0
PAIN PERCEPTION OF PEDIATRIC PATIENTS DURING CAVITY PREPARATION WITH Er:YAG LASER AND CONVENTIONAL ROTARY INSTRUMENTS,2014,0,1.3334506135498502e-05,Topic 0
SUBJECTIVE ACCEPTANCE OF PEDIATRIC PATIENTS DURING CAVITY PREPARATION WITH Er:YAG LASER AND CONVENTIONAL ROTARY INSTRUMENTS,2014,0,0.00037877489880442034,Topic 0
Differential collagen expression in kidney and heart during hypertension,2020,-1,0.0,Outlier
COMPARATIVE EVALUATION OF THE EFFECTIVENESS OF THREE METHODS FOR PROXIMAL CARIES DIAGNOSIS a clinical study,2014,0,1.3135230572508872e-18,Topic 0
ERRORS IN THE PARTIAL DENTURES FABRICATION PROCESS DURING PPDM LESSONS,2018,0,0.0005929121814451466,Topic 0
FEAR ASSESSMENT WITH THE 'DRAW A PERSON' TEST OF THE DENTAL TREATMENT IN SPARING ENZYME-BASED EXCAVATION OF CARIES IN CHILDREN BETWEEN 4 AND 6 YEARS OF AGE,2021,0,0.0005767641998754886,Topic 0
MEDICO-LABORATORY SERVICES IN OUTPATIENT CARE IN NORTHEASTERN BULGARIA - STATE AND PROSPECTS,2017,15,0.0,Topic 15
Degree of tumor regression after preoperative chemo-radiotherapy in locally advanced rectal cancer-Preliminary results,2011,-1,0.0,Outlier
HPLC Method for Determination of the Chemical Stability of Antimicrobial Peptide α-Defensin 2,2020,72,0.0,Topic 72
Comparative analysis of the access to health-care services and breast cancer therapy in 10 Eastern European countries,2020,68,0.0,Topic 68
LEVEL OF PROFESSIONAL COMPETENCE OF STUDENT NURSES AT MEDICAL UNIVERSITY - PLEVEN FOR WORKING IN CRCHES,2021,-1,0.0,Outlier
EFFICIENCY OF PROSTHETIC TREATMENT WITH POST RESECTION PROSTHESES WITH SOLID SUBSTITUTE PART,2016,0,0.0,Topic 0
COMPARISON OF SKELETAL MATURITY AND CHRONOLOGICAL AGE IN BULGARIAN FEMALE AND MALE PATIENTS WITH TRANSVERSE MAXILLARY DEFICIT,2018,0,1.0570680722971001e-07,Topic 0
Changes in the Prevalence of Diabetes Mellitus in Bulgaria (2006-2012),2015,-1,0.0,Outlier
Fever of Unknown Origin in a Bulgarian Hospital: Evaluation of 54 Cases for a Four Year-Period,2016,-1,0.0,Outlier
Biosurfactant-rhamnolipid effects on yeast cells,2001,-1,0.0,Outlier
Diagnostic approaches for oculoglandular tularemia: advantages of PCR,2007,10,0.0,Topic 10
Adult Severe Asthma Registries: A Global and Growing Inventory,2023,11,0.0,Topic 11
ProTaper universal retreatment retreatment potential in oval-shaped canals filled with different obturation techniques-A micro-computed tomography study,2024,0,0.0,Topic 0
The Most Frequent Psychiatric Comorbidities in Bulgarian Patients With Epilepsy: Their Connection With the Main Clinical Characteristics and Quality of Life,2024,-1,0.0,Outlier
Anti-conjunctivitis effect of fresh juice of xGraptoveria (Crassulaceae): A phytochemical and ethnobotanical study,2015,1,0.0,Topic 1
Primary mucosal sinonasal melanoma-Case report and review of the literature. The role of complex treatment-surgery and adjuvant radiotherapy,2011,49,0.0,Topic 49
Association of Polymorphisms in Endothelial Nitric Oxide Synthesis and Renin-Angiotensin-Aldosterone System with Developing of Coronary Artery Disease in Bulgarian Patients,2016,50,0.003050669655900954,Topic 50
Late outcomes after interventional treatment - Successful stenting of Takayasu arteritis lesions. Single center experience in Bulgaria,2018,8,0.0029910884581095735,Topic 8
Ultrasound-Based Neuronavigation and Spinal Cord Tumour Surgery - Marriage of Convenience or Notified Incompatibility?,2013,-1,0.0,Outlier
Lipid profile is similar in both subjects with high 1-hour postload glucose and 2-hour postload glucose and is related to cardio-metabolic profile in prediabetes,2024,-1,0.0,Outlier
SKELETAL AGE ASSESSMENT IN PATIENTS WITH TRANSVERSE MAXILLARY DEFICIT UNDERGOING RAPID MAXILLARY EXPANSION,2018,0,3.209057261435093e-111,Topic 0
NUTRITIONAL BEHAVIOR AND ASSOCIATED HEALTH RISK IN SHIFT WORK: A LITERATURE REVIEW,2024,43,0.0,Topic 43
"Efficacy of Laser Doppler Flowmetry, as a Diagnostic Tool in Assessing Pulp Vitality of Traumatised Teeth: A Split Mouth Clinical Study",2021,0,4.551227787886849e-56,Topic 0
Resting-State Functional Connectivity Impairment in Patients with Major Depressive Episode,2022,36,0.0,Topic 36
THE USE AND EXCHANGE OF TEACHING MODULES PUBLISHED IN THE SERIES OF HANDBOOKS PREPARED WITHIN THE FRAME OF THE FORUM FOR PUBLIC HEALTH IN SOUTH-EASTERN EUROPE NETWORK,2012,-1,0.0,Outlier
NON-OPERATIVE TREATMENT OF NON-CAVITATED APPROXIMAL CARIOUS LESIONS OF PERMANENT CHILDREN'S TEETH,2014,0,3.411762282564091e-08,Topic 0
"The Auckland Cataract Study: 2 year postoperative assessment of aspects of clinical, visual, corneal topographic and satisfaction outcomes",2004,27,0.0,Topic 27
Evaluation of the Finnish Diabetes Risk Score as a screening tool for undiagnosed type 2 diabetes and dysglycaemia among early middle-aged adults in a large-scale European cohort. The Feel4Diabetes-study,2019,-1,0.0,Outlier
Assessment of the acute impact of normobaric hypoxia as a part of an intermittent hypoxic training on heart rate variability,2015,-1,0.0,Outlier
Topical mononitrate treatment in patients with anal fissure,2002,0,9.90298121568834e-16,Topic 0
GENDER DISPARITY IN PREVALENCE OF TUBERCULOSIS IN REGION VARNA IN 2012,2014,32,0.0006737076655190504,Topic 32
Chronic hepatitis C virus infection: Prevalence of extrahepatic manifestations and association with cryoglobulinemia in Bulgarian patients,2007,42,1.1856709825402743e-08,Topic 42
OCCLUSION AND ARTICULATION IN BRUXISM AND BRUXOMANIA INVESTIGATED WITH THE SYSTEM T-SCAN III,2014,0,1.767897247221412e-08,Topic 0
EFFECT OF ETCHING TIME AND ACID CONCENTRATION ON MICROMORPHOLOGICAL CHANGES IN DENTIN OF BOTH DENTITIONS,2016,0,1.235286831127233e-05,Topic 0
Laser-assisted Root Canal Filling Removal of Lower Incisors - A Micro-CT Study,2024,0,0.0,Topic 0
Wnt/β-catenin pathway proteins in end-stage renal disease,2021,6,1.4464239018241855e-08,Topic 6
Demographic and Clinical Characteristics of Patients With Charcot Neuro-Osteoarthropathy in People With Diabetes Mellitus in Six Countries: A Multicenter Observational Study From 1996 to 2022,2025,-1,0.0,Outlier
An ultrasound study of the long posterior sacroiliac ligament in healthy volunteers and in patients with noninflammatory sacroiliac joint pain,2022,-1,0.0,Outlier
VALUE OF AMINOTRANSFERASES IN LIVER CIRRHOSIS,2024,6,0.0031784220870146066,Topic 6
PATIENTS' SATISFACTION WITH LABORATORY SERVICES AT SELECTED MEDICAL - DIAGNOSTIC LABORATORIES IN VARNA,2014,15,0.0018668210545901235,Topic 15
SUCCESS RATE OF MEDCEM PORTLAND CEMENT AS A PULP CAPPING AGENT IN PULPOTOMIES OF PRIMARY TEETH,2018,0,0.0,Topic 0
THE VALIDITY OF THE HAMILTON DEPRESSION RATING SCALE AS A SCREENING AND DIAGNOSTIC INSTRUMENT FOR DEPRESSION IN PATIENTS WITH EPILEPSY,2012,-1,0.0,Outlier
Expression of atherosclerosis-associated genes in peripheral blood of drug-naïve hypertensive subjects with newly-diagnosed type 2 diabetes mellitus,2025,-1,0.0,Outlier
Inter & Intra-Observer Reliability Of Grading Ultrasound Videoclips With Hand Pathology In Rheumatoid Arthritis By Using Non- Sophisticated Internet Tools (LUMINA Study),2014,-1,0.0,Outlier
Common carotid artery intima media thickness (CIMT) in patients with prediabetes and newly diagnosed type 2 diabetes mellitus,2024,-1,0.0,Outlier
Resection and reconstruction of the inferior vena cava for neoplasms,2012,8,1.89495239052457e-07,Topic 8
RESEARCH ON MEDICAL STUDENTS' VIEWS AND ATTITUDES ABOUT THEIR COMMUNICATION SKILLS TRAINING,2022,15,0.0,Topic 15
Locoregional IL-2 low dose applications for gastrointestinal tumors,2005,78,0.0,Topic 78
Cetuximab plus FOLFOX6 or FOLFIRI in metastatic colorectal cancer: CECOG trial,2010,48,5.237215456117188e-11,Topic 48
Chronic Epstein-Barr virus-related hepatitis in immunocompetent patients,2006,-1,0.0,Outlier
Effect of autologous serum after amniotic membrane transplantation for persistent corneal ulcers,2024,27,1.2754750858183952e-24,Topic 27
In vitro study of lovastatin interactions with amiodarone and with carbon tetrachloride in isolated rat hepatocytes,2007,38,0.0,Topic 38
COMPARISON OF THE TIME REQUIRED FOR ULTRASONIC REMOVAL OF PREFABRICATED INTRARADICULAR POSTS,2013,0,0.0,Topic 0
STUDENT VOLUNTEERISM IN THE REHABILITATION OF A CHILD WITH FRACTURA OLECRANI: PRESENTATION OF CLINICAL CASE,2022,19,0.0027497956474730827,Topic 19
RoMoMatteR: Empowering Roma Girls' Mattering through Reproductive Justice,2020,-1,0.0,Outlier
Novel MLH1 frameshift mutation in an extended hereditary nonpolyposis colorectal cancer family,2006,-1,0.0,Outlier
Management of urinary stones: State of the art and future perspectives by Experts in Stone Disease,2024,6,0.0027780758438720426,Topic 6
Imaging investigation of pancreatic cystic lesions and proposal for therapeutic guidelines,2012,5,1.2339029620061365e-07,Topic 5
Increased intestinal permeability in inflammatory bowel diseases assessed by iohexol test,2011,-1,0.0,Outlier
PREVENTION OF TUBERCULOSIS AT SCHOOL AGE-AWARENESS OF SECONDARY SCHOOL STUDENTS,2011,32,0.0010145330803813368,Topic 32
"A SURVEY OF THE EXPERIENCE, KNOWLEDGE AND ATTITUDE OF DENTAL PRACTITIONERS IN BULGARIA ABOUT CHILD ABUSE AND NEGLECT",2021,0,1.3931212654967475e-05,Topic 0
THE DILEMMAFOR AND AGAINST EUTHANASIA AND LEGAL AWARENESS OF THE DISABLED,2016,15,4.208218429040876e-127,Topic 15
The Role of Suboptimal Home-Measured Blood Pressure Control for Cognitive Decline,2012,45,2.2270983275621683e-05,Topic 45
Natural regulatory IgM-mediated autoimmune responses directed against malondialdehyde regulate oxidative and nitrosative pathways and coupled with IgM responses to nitroso adducts attenuate depressive and physiosomatic symptoms at the end of term pregnancy,2018,44,0.0,Topic 44
Effects of L-2-oxothiazolidine-4-carboxylic acid on the lung antioxidant defense system in an asthma mouse model,2012,-1,0.0,Outlier
Perceived helpfulness of treatment for alcohol use disorders: Findings from the World Mental Health Surveys,2021,25,1.0786437992120465e-06,Topic 25
Popliteal Adventitial Cystic Disease. Case Report,2022,-1,0.0,Outlier
Integrative CUT&Tag-RNA-Seq analysis of histone variant macroH2A1-dependent orchestration of human induced pluripotent stem cell reprogramming,2023,28,0.0011947481528903417,Topic 28
Neuronavigation in Cranioorbital Neurosurgery - Do We Really Need It?,2011,-1,0.0,Outlier
"Analysis of the pharmacotherapeutic effectiveness of the tyrosine kinase inhibitors therapy in patients with Chronic Myeloid Leukemia in a single hematology center in Plovdiv, Bulgaria",2023,24,9.520196134579767e-12,Topic 24
Angiographic Restenosis in Coronary Bifurcations Treatment with Regular Drug Eluting Stents and Dedicated Bifurcation Drug-Eluting BiOSS Stents: Analysis Based on Randomized POLBOS I and POLBOS II Studies,2020,-1,0.0,Outlier
The role of fibrinogen in acute ischaemic stroke,2021,-1,0.0,Outlier
"Trace Element Status (Iron, Zinc, Copper, Chromium, Cobalt, and Nickel) in Iron-Deficiency Anaemia of Children under 3 Years",2014,-1,0.0,Outlier
Endophenotypes of Primary Osteoarthritis of the Hip Joint in the Bulgarian Population over 60 Years Old,2024,-1,0.0,Outlier
"Network analysis of neuropsychiatric, cognitive, and functional complications of stroke: implications for novel treatment targets",2024,45,0.0196479436092356,Topic 45
A putative placebo analysis of the effects of LCZ696 on clinical outcomes in heart failure,2015,14,0.0,Topic 14
Anaplastic ganglioglioma-A diagnosis comprising several distinct tumour types,2022,-1,0.0,Outlier
The Efficacy of Leukocyte-Platelet-Rich Fibrin in Combination with Sub-Epithelial Connective Tissue Graft in Peri-Implant Soft Tissue Augmentation: A Randomized Controlled Clinical Trial,2024,0,2.1353447987614737e-08,Topic 0
Efficacy of three irrigation methods in removing calcium hydroxide from curved root canals: An in vitro micro-CT study,2023,0,0.0,Topic 0
Echocardiographic reference ranges for normal cardiac chamber size: results from the NORRE study,2014,14,0.005290875809306783,Topic 14
Risk stratification in heart failure decompensation in the community: HEFESTOS score,2022,14,1.1297044478759921e-07,Topic 14
"Clinical practice and implementation of guidelines for the prevention, diagnosis and management of cardiac implantable electronic device infections: results of a worldwide survey under the auspices of the European Heart Rhythm Association",2019,-1,0.0,Outlier
Cardiac myosin-binding protein C in the diagnosis and risk stratification of acute heart failure,2021,14,7.118177294061028e-06,Topic 14
Adherence to ESC cardiac resynchronization therapy guidelines: findings from the ESC CRT Survey II,2020,-1,0.0,Outlier
"Cardiopoietic cell therapy for advanced ischaemic heart failure: results at 39 weeks of the prospective, randomized, double blind, sham-controlled CHART-1 clinical trial",2017,14,0.0,Topic 14
Effect of dapagliflozin according to baseline systolic blood pressure in the Dapagliflozin and Prevention of Adverse Outcomes in Heart Failure trial (DAPA-HF),2020,14,0.0,Topic 14
Electrogram analysis at the His bundle region and the proximal coronary sinus as a tool to predict left atrial origin of focal atrial tachycardias,2011,-1,0.0,Outlier
Probiotics as an alternative to antibiotics in modulating the intestinal microbiota and performance of broiler chickens,2023,-1,0.0,Outlier
Influence of atrial fibrillation on efficacy and safety of omecamtiv mecarbil in heart failure: the GALACTIC-HF trial,2022,14,0.0,Topic 14
Sequencing and titrating approach of therapy in heart failure with reduced ejection fraction following the 2021 European Society of Cardiology guidelines: an international cardiology survey,2023,14,0.0,Topic 14
Effects of dapagliflozin in DAPA-HF according to background heart failure therapy,2020,14,0.0,Topic 14
"Intermittent explosive disorder subtypes in the general population: association with comorbidity, impairment and suicidality",2020,-1,0.0,Outlier
Previous disorders and depression outcomes in individuals with 12-month major depressive disorder in the World Mental Health surveys,2021,-1,0.0,Outlier
"Men and women respond differently to rapid weight loss: Metabolic outcomes of a multi-centre intervention study after a low-energy diet in 2500 overweight, individuals with pre-diabetes (PREVIEW)",2018,43,0.0,Topic 43
Rationale and design of ENDEAVOR: A sequential phase 2b-3 randomized clinical trial to evaluate the effect of myeloperoxidase inhibition on symptoms and exercise capacity in heart failure with preserved or mildly reduced ejection fraction,2023,14,4.385772288330178e-05,Topic 14
Impact of monitoring on detection of arrhythmia recurrences in the ESC-EHRA EORP atrial fibrillation ablation long-term registry,2019,8,0.003325752875737621,Topic 8
Performance of non-invasive myocardial work to predict the first hospitalization for de novo heart failure with preserved ejection fraction,2022,14,0.005573908947214493,Topic 14
Particle size and gastrointestinal absorption influence tiotropium pharmacokinetics: a pilot bioequivalence study of PUR0200 and Spiriva HandiHaler,2019,11,1.8109401696607022e-09,Topic 11
Reperfusion therapy for ST elevation acute myocardial infarction 2010/2011: current status in 37 ESC countries,2014,8,0.0032868120671734986,Topic 8
"A large multicentre, randomized, double-blind, cross-over study in healthy volunteers to compare pharmacokinetics, pharmacodynamics and safety of a pegfilgrastim biosimilar with its US- and EU-reference biologics",2020,-1,0.0,Outlier
Echocardiographic reference ranges for normal cardiac Doppler data: results from the NORRE Study,2015,14,0.005518422499234481,Topic 14
Lifestyle and impact on cardiovascular risk factor control in coronary patients across 27 countries: Results from the European Society of Cardiology ESC-EORP EUROASPIRE V registry,2019,54,0.003242832939107327,Topic 54
From victims to citizens: Emerging activist identities in the anti-fracking movement in Bulgaria,2020,-1,0.0,Outlier
Rationale and design of the EU-CERT-ICD prospective study: comparative effectiveness of prophylactic ICD implantation,2019,8,0.003322824350962716,Topic 8
A randomized multicentre trial to compare revascularization with optimal medical therapy for the treatment of chronic total coronary occlusions,2018,8,0.003356820783842837,Topic 8
Primary angioplasty in acute myocardial infarction with right bundle branch block: should new onset right bundle branch block be added to future guidelines as an indication for reperfusion therapy?,2012,8,0.003306180759881391,Topic 8
Cardiac resynchronization therapy pacemaker or cardiac resynchronization therapy defibrillator: what determines the choice?-findings from the ESC CRT Survey II,2019,8,0.0033313317517138495,Topic 8
Women in cardiovascular imaging: a call for action to address ongoing challenges,2023,-1,0.0,Outlier
Clinical effectiveness of primary prevention implantable cardioverter-defibrillators: results of the EU-CERT-ICD controlled multicentre cohort study,2020,8,0.003307847400788013,Topic 8
PRECISE-DAPT score for bleeding risk prediction in patients on dual or single antiplatelet regimens: insights from the GLOBAL LEADERS and GLASSY,2022,8,0.0032376307787570684,Topic 8
Correlation between non-invasive myocardial work indices and main parameters of systolic and diastolic function: results from the EACVI NORRE study,2020,14,0.005462685253312032,Topic 14
The relationship between endogenous secretory RAGE and cardiac autonomic function in prediabetes,2021,-1,0.0,Outlier
Omecamtiv mecarbil in chronic heart failure with reduced ejection fraction: GALACTIC-HF baseline characteristics and comparison with contemporary clinical trials,2020,14,0.0,Topic 14
Comparison of the clinical efficacy of standard and mucoadhesive-based nasal decongestants,2002,11,0.0001674410412073945,Topic 11
Baseline characteristics of patients with heart failure with mildly reduced or preserved ejection fraction: The FINEARTS-HF trial,2024,14,0.0,Topic 14
"EUROASPIRE IV: A European Society of Cardiology survey on the lifestyle, risk factor and therapeutic management of coronary patients from 24 European countries",2016,54,0.0034311914952259064,Topic 54
Impact of chronic obstructive pulmonary disease and dyspnoea on clinical outcomes in ticagrelor treated patients undergoing percutaneous coronary intervention in the randomized GLOBAL LEADERS trial,2020,-1,0.0,Outlier
Cross-national patterns of substance use disorder treatment and associations with mental disorder comorbidity in the WHO World Mental Health Surveys,2019,25,6.299205523323674e-06,Topic 25
"European Society of Cardiology Working Group on Adult Congenital Heart Disease and Study Group for Adult Congenital Heart Care in Central and South Eastern European Countries consensus paper: current status, provision gaps and investment required",2021,-1,0.0,Outlier
Patiromer for the management of hyperkalemia in heart failure with reduced ejection fraction: the DIAMOND trial,2022,14,1.451030315430955e-08,Topic 14
Echocardiographic reference ranges for normal left ventricular layer-specific strain: results from the EACVI NORRE study,2020,14,0.005378256242444019,Topic 14
Echocardiographic reference ranges for normal non-invasive myocardial work indices: results from the EACVI NORRE study,2019,14,0.005339849483840397,Topic 14
Echocardiographic reference ranges for normal left ventricular 2D strain: results from the EACVI NORRE study,2017,14,0.005211831309193955,Topic 14
Echocardiographic reference ranges for normal left atrial function parameters: results from the EACVI NORRE study,2018,14,0.0053416911474431054,Topic 14
