topic,word,score,custom_label
66,bone,0.01908300731720192,Topic 66
66,screws,0.018449867367848146,Topic 66
66,plates,0.018062236236901286,Topic 66
66,posterior,0.017916427996739172,Topic 66
67,medical,0.02935850725601544,Topic 67
67,ethics,0.019280860611673247,Topic 67
67,hospital,0.019242542359830882,Topic 67
67,hospitals,0.017937247371314195,Topic 67
67,disaster,0.017297269781600375,Topic 67
67,practice,0.016470265982963736,Topic 67
67,leadership,0.016445772679531886,Topic 67
67,bulgarian,0.016107778751632326,Topic 67
67,health,0.01588257015138003,Topic 67
67,general practice,0.015475958375871696,Topic 67
68,dalys,0.029015541996846524,Topic 68
68,gbd,0.02625927319447158,Topic 68
68,global,0.02530795355660891,Topic 68
68,years,0.02276748904709483,Topic 68
68,1990,0.022712266206552287,Topic 68
68,burden,0.021671936800480674,Topic 68
68,million,0.021351519382382375,Topic 68
68,health,0.019970263949120624,Topic 68
68,deaths,0.019440485455575963,Topic 68
68,estimates,0.01918304306808491,Topic 68
69,sleep,0.06988253445359882,Topic 69
69,task,0.03228511567506835,Topic 69
69,motor,0.02751762799548386,Topic 69
69,processing,0.025508801951175716,Topic 69
69,theta,0.02391583295384853,Topic 69
69,rem,0.021529647979312252,Topic 69
69,rem sleep,0.020081402655543475,Topic 69
69,implicit,0.0195519294188188,Topic 69
69,explicit,0.01913746487049978,Topic 69
69,eeg,0.018734943333992914,Topic 69
70,dementia,0.059628538484305195,Topic 70
70,cognitive,0.05396146980760128,Topic 70
70,mci,0.024045134389809656,Topic 70
70,cognitive impairment,0.018360741059578727,Topic 70
70,impairment,0.017443424393688338,Topic 70
70,moca,0.015998036471997903,Topic 70
70,stroke,0.01524462679409227,Topic 70
70,mmse,0.015056548183564205,Topic 70
70,mets,0.014715444101700809,Topic 70
70,executive,0.014592383629028639,Topic 70
71,intra abdominal,0.03319474260155562,Topic 71
71,sepsis,0.0319807080111144,Topic 71
71,abdominal,0.0306661039268207,Topic 71
71,intra,0.029617380155190175,Topic 71
71,abdominal infections,0.025655880358125088,Topic 71
71,qsofa,0.024427353583630653,Topic 71
71,wses,0.02281558649745981,Topic 71
71,infections,0.021855946760557566,Topic 71
71,ciais,0.020956003197927335,Topic 71
71,pct,0.019115943023713514,Topic 71
72,ldl,0.05337523313125672,Topic 72
72,statin,0.03560717320727654,Topic 72
72,fh,0.02819883728521711,Topic 72
72,cholesterol,0.02816671362238204,Topic 72
72,lipoprotein,0.02456615975516222,Topic 72
72,cardiovascular,0.02097065762152481,Topic 72
72,coronary,0.019853046656465305,Topic 72
72,patients,0.01822932644397029,Topic 72
72,low density,0.01712379907566898,Topic 72
72,density lipoprotein,0.017075320876191933,Topic 72
73,ibs,0.038388211874013416,Topic 73
73,ibd,0.031940458789053536,Topic 73
73,uc,0.02966266008883005,Topic 73
73,bowel,0.02584584053398721,Topic 73
73,disease,0.021342735107071673,Topic 73
73,placebo,0.02022847101876717,Topic 73
73,crohn,0.01905079220137777,Topic 73
73,crohn disease,0.01905079220137777,Topic 73
73,patients,0.0189570606356467,Topic 73
73,colitis,0.01789618197193079,Topic 73
74,fviii,0.048306134355549306,Topic 74
74,prophylaxis,0.04679122640064872,Topic 74
74,hemophilia,0.0415379007529725,Topic 74
74,iu,0.03756994559315806,Topic 74
74,bleeding,0.031093347647499294,Topic 74
74,alfa,0.029393709072029824,Topic 74
74,haemophilia,0.02819316115867141,Topic 74
74,factor,0.024465668690489623,Topic 74
74,iu kg,0.023820848429232922,Topic 74
74,bleeds,0.022716864010647087,Topic 74
75,adherence,0.023883279509444952,Topic 75
75,medication,0.021349782090262583,Topic 75
75,medicines,0.0208092512142565,Topic 75
75,label,0.020400090402659034,Topic 75
75,pharmacists,0.01876009616225641,Topic 75
75,use,0.017480232710381224,Topic 75
75,drug,0.01688399476635761,Topic 75
75,self medication,0.016702578024774147,Topic 75
75,bulgarian,0.015388512175917678,Topic 75
75,products,0.015042377238360488,Topic 75
76,hypertension,0.04314991158711821,Topic 76
76,pressure,0.03691742982897109,Topic 76
76,blood pressure,0.03690004514302463,Topic 76
76,cardiovascular,0.026693434571412156,Topic 76
76,blood,0.024795510413710992,Topic 76
76,bp,0.02278337833523351,Topic 76
76,mm hg,0.020557190891085018,Topic 76
76,systolic,0.020490921926726944,Topic 76
76,hg,0.019705636118360743,Topic 76
76,risk,0.018442060230754544,Topic 76
77,ache,0.03146817808270613,Topic 77
77,compounds,0.031247139719932517,Topic 77
77,neuroprotective,0.02763622151234204,Topic 77
77,mao,0.027144290112481706,Topic 77
77,synaptosomes,0.026098286261272745,Topic 77
77,sh sy5y,0.021701297681472526,Topic 77
77,sy5y,0.021701297681472526,Topic 77
77,gal,0.020815958136144393,Topic 77
77,sh,0.02009377655504767,Topic 77
77,rat brain,0.019913338147587646,Topic 77
78,toxicology,0.032020298298279966,Topic 78
78,ontology,0.02886402971427952,Topic 78
78,data,0.02865595969699148,Topic 78
78,grouping,0.028486997862444748,Topic 78
78,chemicals,0.02146146928499645,Topic 78
78,assessment,0.021212136807384287,Topic 78
78,ames,0.02039882566872897,Topic 78
78,nms,0.02025471289267992,Topic 78
78,tier,0.02011763796715254,Topic 78
78,ontologies,0.02011763796715254,Topic 78
79,vitamin,0.09521354676163528,Topic 79
79,deficiency,0.03307089308130523,Topic 79
79,25 oh,0.027743270169346895,Topic 79
79,vitamin deficiency,0.027214001141123007,Topic 79
79,levels,0.023778435790814904,Topic 79
79,oh,0.023057677427810674,Topic 79
79,25,0.02249590071942863,Topic 79
79,vitamin levels,0.020120138682477435,Topic 79
79,ng ml,0.01863974277765255,Topic 79
79,ng,0.017560541113019724,Topic 79
80,echinococcosis,0.06271219256461096,Topic 80
80,ce,0.06150939342215577,Topic 80
80,cysts,0.050043058178091446,Topic 80
80,cyst,0.04497433873998359,Topic 80
80,cystic echinococcosis,0.03272585956059363,Topic 80
80,cystic,0.030378192506311814,Topic 80
80,hydatid,0.029344711817587285,Topic 80
80,albendazole,0.02267038956144617,Topic 80
80,cases,0.0172065802992452,Topic 80
80,liver,0.0168938939437636,Topic 80
81,endometrial,0.06585392081394739,Topic 81
81,cells,0.045644449640119156,Topic 81
81,pif,0.04039767384517299,Topic 81
81,endometrium,0.028893080802513366,Topic 81
81,pregnancy,0.02782094160355317,Topic 81
81,implantation,0.026765650462259167,Topic 81
81,embryo,0.022506812550066497,Topic 81
81,hla,0.021524933817610125,Topic 81
81,women,0.02022113504979268,Topic 81
81,uf,0.020183134055261093,Topic 81
82,oa,0.04211207285510874,Topic 82
82,joint,0.029882900354295583,Topic 82
82,cartilage,0.029333879442151642,Topic 82
82,osteoarthritis,0.027030028821838515,Topic 82
82,synovial,0.0248585233701702,Topic 82
82,ykl 40,0.0233299965184467,Topic 82
82,ykl,0.0233299965184467,Topic 82
82,rankl,0.022726319985364136,Topic 82
82,arthritis,0.02135774393220933,Topic 82
82,bone,0.019889709686574823,Topic 82
83,ai,0.04533434956729294,Topic 83
83,learning,0.029688136060804473,Topic 83
83,microbiome,0.026419043156115565,Topic 83
83,artificial intelligence,0.025954228332902153,Topic 83
83,intelligence,0.024675764964541488,Topic 83
83,artificial,0.021846406461897897,Topic 83
83,data,0.02161465548971468,Topic 83
83,algorithms,0.017856869674417342,Topic 83
83,deep learning,0.01619122571930964,Topic 83
83,segmentation,0.01581473553206004,Topic 83
84,fluorescence,0.05560427365300405,Topic 84
84,dyes,0.04986099173858917,Topic 84
84,dye,0.036757015767184785,Topic 84
84,fluorescent,0.031070213861807652,Topic 84
84,photophysical,0.025385085780363845,Topic 84
84,cyanine,0.025019424237658572,Topic 84
84,nucleic,0.023908181937607992,Topic 84
84,naphthalimide,0.023193430265750145,Topic 84
84,synthesized,0.02179109421579703,Topic 84
84,logic,0.020464187852015134,Topic 84
85,asd,0.052324510582281956,Topic 85
85,autistic,0.0496279245085359,Topic 85
85,children,0.04149515703747363,Topic 85
85,autism,0.03590322484408526,Topic 85
85,reading,0.028507831476650536,Topic 85
85,services,0.02846455170764262,Topic 85
85,adults,0.026340707372485606,Topic 85
85,autism spectrum,0.022520352598279173,Topic 85
85,noise,0.020176931586395396,Topic 85
85,carers,0.020172780147928306,Topic 85
86,hydrocephalus,0.029732057744245605,Topic 86
86,syndrome,0.0270912557709876,Topic 86
86,fetuses,0.02566532560775567,Topic 86
86,agenesis,0.025013632704270223,Topic 86
86,pregnancy,0.022857213916933065,Topic 86
86,case,0.021659451701997973,Topic 86
86,fetal,0.020929261588364553,Topic 86
86,anomalies,0.020331100584945538,Topic 86
86,malformation,0.02032713758824778,Topic 86
86,fetus,0.019267004766245276,Topic 86
87,pylori,0.12007454098472177,Topic 87
87,resistance,0.05070276117515815,Topic 87
87,clarithromycin,0.04709498518998346,Topic 87
87,metronidazole,0.0392833481535896,Topic 87
87,helicobacter,0.03844050436071133,Topic 87
87,helicobacter pylori,0.03372289820220172,Topic 87
87,pylori infection,0.028149776241630776,Topic 87
87,eradication,0.023503816125766568,Topic 87
87,resistance rates,0.022116385490545273,Topic 87
87,children,0.021404603549373808,Topic 87
